x,y,time,step,timestamp
661.8987172,45.44716809,12605,-1,2025-05-27T16:37:34.781Z
669.8527619,45.38323279,12642,-1,2025-05-27T16:37:34.781Z
668.9648687,45.32084228,12678,-1,2025-05-27T16:37:34.781Z
676.3210797,46.30897082,12711,-1,2025-05-27T16:37:34.781Z
665.2736756,48.19204004,12747,-1,2025-05-27T16:37:34.781Z
677.1573013,49.24936242,12785,-1,2025-05-27T16:37:34.781Z
688.5566693,49.83761256,12820,-1,2025-05-27T16:37:34.781Z
700.0904411,49.23143221,12857,-1,2025-05-27T16:37:34.781Z
700.2895139,49.44101248,12894,-1,2025-05-27T16:37:34.781Z
695.3968675,49.57826129,12930,-1,2025-05-27T16:37:34.781Z
691.721908,49.39494363,12964,-1,2025-05-27T16:37:34.781Z
678.2179738,49.20431889,12996,-1,2025-05-27T16:37:34.781Z
679.2172771,48.4924017,13028,-1,2025-05-27T16:37:34.781Z
702.9940592,47.86803009,13061,-1,2025-05-27T16:37:34.781Z
747.4012255,46.02440466,13098,-1,2025-05-27T16:37:34.781Z
788.510854,46.81970937,13132,-1,2025-05-27T16:37:34.781Z
840.7682362,49.6267187,13171,-1,2025-05-27T16:37:34.781Z
890.7046703,54.64818436,13207,-1,2025-05-27T16:37:34.781Z
934.3543938,60.45493424,13246,-1,2025-05-27T16:37:34.781Z
1007.742855,68.41945654,13282,-1,2025-05-27T16:37:34.781Z
1041.960389,74.21104742,13318,-1,2025-05-27T16:37:34.781Z
1098.369307,78.83516054,13360,-1,2025-05-27T16:37:34.781Z
1124.175926,79.01164315,13403,-1,2025-05-27T16:37:34.781Z
1170.441583,81.4020394,13442,-1,2025-05-27T16:37:34.781Z
1190.851382,87.56058807,13481,-1,2025-05-27T16:37:34.781Z
1239.617689,91.95794332,13521,-1,2025-05-27T16:37:34.781Z
1244.465605,90.35215833,13567,-1,2025-05-27T16:37:34.781Z
1258.592476,89.38300639,13608,-1,2025-05-27T16:37:34.781Z
1307.584427,92.70534456,13651,-1,2025-05-27T16:37:34.781Z
1316.113372,87.96037611,13694,-1,2025-05-27T16:37:34.781Z
1316.085975,83.66619679,13742,-1,2025-05-27T16:37:34.781Z
1338.239513,78.82810964,13784,-1,2025-05-27T16:37:34.781Z
1358.011763,70.74269483,13827,-1,2025-05-27T16:37:34.781Z
1350.671457,68.09933652,13870,-1,2025-05-27T16:37:34.781Z
1343.911043,67.85706341,13913,-1,2025-05-27T16:37:34.781Z
1358.054962,64.43995372,13959,-1,2025-05-27T16:37:34.781Z
1386.474724,54.89670114,14007,-1,2025-05-27T16:37:34.781Z
1389.615407,53.5264941,14051,-1,2025-05-27T16:37:34.781Z
1374.961775,45.6255918,14097,-1,2025-05-27T16:37:34.781Z
1364.781237,39.21290486,14141,-1,2025-05-27T16:37:34.781Z
1348.955449,35.98516878,14184,-1,2025-05-27T16:37:34.781Z
1346.474983,34.46725031,14225,-1,2025-05-27T16:37:34.781Z
1372.217587,33.08207248,14269,-1,2025-05-27T16:37:34.781Z
1379.65698,31.50879968,14315,-1,2025-05-27T16:37:34.781Z
1401.247096,32.35738006,14362,-1,2025-05-27T16:37:34.781Z
1379.098522,31.05012806,14409,-1,2025-05-27T16:37:34.781Z
1272.925089,36.74509289,14451,-1,2025-05-27T16:37:34.781Z
1271.204073,38.69085168,14493,-1,2025-05-27T16:37:34.781Z
1286.33417,37.31595504,14535,-1,2025-05-27T16:37:34.781Z
1306.181919,40.13501322,14579,-1,2025-05-27T16:37:34.781Z
1293.169375,43.45601143,14636,-1,2025-05-27T16:37:34.781Z
1303.793116,42.54461079,14702,-1,2025-05-27T16:37:34.781Z
1307.027703,41.46953689,14745,-1,2025-05-27T16:37:34.781Z
1298.754877,40.01487633,14786,-1,2025-05-27T16:37:34.781Z
1304.165462,40.61390149,14830,-1,2025-05-27T16:37:34.781Z
1304.575978,40.62726186,14869,-1,2025-05-27T16:37:34.781Z
1298.772954,41.96053057,14913,-1,2025-05-27T16:37:34.781Z
1294.466321,41.01113326,14955,-1,2025-05-27T16:37:34.781Z
1272.931808,41.49950961,14993,-1,2025-05-27T16:37:34.781Z
1297.214271,41.78823737,15038,-1,2025-05-27T16:37:34.781Z
1308.220613,42.15464936,15094,-1,2025-05-27T16:37:34.781Z
1325.457618,42.19693918,15132,-1,2025-05-27T16:37:34.781Z
1338.378244,41.17344948,15167,-1,2025-05-27T16:37:34.781Z
1341.604333,41.86241871,15203,-1,2025-05-27T16:37:34.781Z
1341.408413,42.45578577,15238,-1,2025-05-27T16:37:34.781Z
1361.892561,42.16987584,15272,-1,2025-05-27T16:37:34.781Z
1371.252786,41.91243012,15311,-1,2025-05-27T16:37:34.781Z
1367.477729,41.68620217,15349,-1,2025-05-27T16:37:34.781Z
1350.727636,43.527681,15396,-1,2025-05-27T16:37:34.781Z
1330.740784,43.04703045,15443,-1,2025-05-27T16:37:34.781Z
1342.327942,42.61104839,15477,-1,2025-05-27T16:37:34.781Z
1354.691405,41.70187037,15512,-1,2025-05-27T16:37:34.781Z
1361.736707,41.70874374,15551,-1,2025-05-27T16:37:34.781Z
1341.552815,42.51054097,15591,-1,2025-05-27T16:37:34.781Z
1326.147322,43.46287846,15626,-1,2025-05-27T16:37:34.781Z
1306.036804,42.43443324,15661,-1,2025-05-27T16:37:34.781Z
1294.480782,42.06249448,15697,-1,2025-05-27T16:37:34.781Z
1317.972263,42.26924474,15732,-1,2025-05-27T16:37:34.781Z
1347.061915,40.89231727,15780,-1,2025-05-27T16:37:34.781Z
1335.020038,41.03155516,15828,-1,2025-05-27T16:37:34.781Z
1330.22243,41.43445989,15864,-1,2025-05-27T16:37:34.781Z
1335.499321,42.31741415,15900,-1,2025-05-27T16:37:34.781Z
1323.258959,43.07559553,15936,-1,2025-05-27T16:37:34.781Z
1310.429625,43.18815828,15972,-1,2025-05-27T16:37:34.781Z
1305.169031,43.52552952,16012,-1,2025-05-27T16:37:34.781Z
1307.060484,43.26995367,16052,-1,2025-05-27T16:37:34.781Z
1313.760071,42.50748348,16092,-1,2025-05-27T16:37:34.781Z
1331.262137,42.63037155,16134,-1,2025-05-27T16:37:34.781Z
1346.248576,43.0857411,16180,-1,2025-05-27T16:37:34.781Z
1348.386167,41.54828299,16231,-1,2025-05-27T16:37:34.781Z
1334.388228,43.1119461,16272,-1,2025-05-27T16:37:34.781Z
1325.015128,43.41318086,16309,-1,2025-05-27T16:37:34.781Z
1319.60215,43.92055852,16345,-1,2025-05-27T16:37:34.781Z
1322.696495,44.07619735,16382,-1,2025-05-27T16:37:34.781Z
1327.078587,43.40290207,16418,-1,2025-05-27T16:37:34.781Z
1327.502711,43.33404406,16455,-1,2025-05-27T16:37:34.781Z
1358.497167,43.53169521,16496,-1,2025-05-27T16:37:34.781Z
1361.815649,42.9109969,16533,-1,2025-05-27T16:37:34.781Z
1369.087172,43.16219211,16570,-1,2025-05-27T16:37:34.781Z
1207.002498,43.64257439,16608,-1,2025-05-27T16:37:34.781Z
1039.097221,45.09793293,16645,-1,2025-05-27T16:37:34.781Z
860.9573008,46.32703725,16682,-1,2025-05-27T16:37:34.781Z
761.4138617,47.60211712,16723,-1,2025-05-27T16:37:34.781Z
846.6584344,54.65821922,16761,-1,2025-05-27T16:37:34.781Z
837.0344426,60.85622364,16801,-1,2025-05-27T16:37:34.781Z
775.5658982,86.10591398,16846,-1,2025-05-27T16:37:34.781Z
765.4734839,125.1164551,16886,-1,2025-05-27T16:37:34.781Z
707.0284524,141.4107757,16929,-1,2025-05-27T16:37:34.781Z
738.30566,206.1418577,16976,-1,2025-05-27T16:37:34.781Z
666.1275479,286.5665673,17018,-1,2025-05-27T16:37:34.781Z
480.4360682,309.5516023,17065,-1,2025-05-27T16:37:34.781Z
438.9623611,369.3114433,17113,-1,2025-05-27T16:37:34.781Z
428.1239737,402.5902472,17160,-1,2025-05-27T16:37:34.781Z
468.9383731,439.5161242,17205,-1,2025-05-27T16:37:34.781Z
473.0612359,455.9784281,17251,-1,2025-05-27T16:37:34.781Z
421.6927146,453.4059741,17296,-1,2025-05-27T16:37:34.781Z
420.0987599,405.3654978,17340,-1,2025-05-27T16:37:34.781Z
338.9546916,392.2622777,17391,-1,2025-05-27T16:37:34.781Z
